Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,8648,Tue Sep 16 00:21:24 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,527,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8649,Tue Sep 16 00:21:25 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8650,Tue Sep 16 00:21:24 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,518,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8651,Tue Sep 16 00:21:25 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8652,Tue Sep 16 00:21:25 IST 2025,GET,http://testfire.net/index.jsp?content=business_deposit.htm,200,OK,517,149,7883,Medium,false,"Form, Comment"
Out of Scope,8653,Tue Sep 16 00:21:26 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8654,Tue Sep 16 00:21:27 IST 2025,GET,http://testfire.net/altoro/images/gradient.jpg,404,Not Found,535,156,6958,Medium,false,"Form, Comment"
Processed,8655,Tue Sep 16 00:21:29 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,256,150,10149,Medium,false,"Form, Object, Comment"
Processed,8656,Tue Sep 16 00:21:29 IST 2025,GET,http://testfire.net/api/account/mQAfjDJR,401,Unauthorized,519,145,35,Low,false,JSON
Processed,8657,Tue Sep 16 00:21:30 IST 2025,GET,http://testfire.net/,200,OK,260,149,9405,Medium,false,"Form, Comment"
Processed,8658,Tue Sep 16 00:21:30 IST 2025,GET,http://testfire.net/,200,OK,518,149,9405,Medium,false,"Form, Comment"
Processed,8659,Tue Sep 16 00:21:30 IST 2025,GET,http://testfire.net/api/account/GALfKygS/transactions,401,Unauthorized,505,145,35,Low,false,JSON
Processed,8661,Tue Sep 16 00:21:31 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,275,150,10149,Medium,false,"Form, Object, Comment"
Processed,8662,Tue Sep 16 00:21:32 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,529,150,10149,Medium,false,"Form, Object, Comment"
Processed,8663,Tue Sep 16 00:21:32 IST 2025,GET,http://testfire.net/,200,OK,514,149,9405,Medium,false,"Form, Comment"
Out of Scope,8664,Tue Sep 16 00:21:33 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8665,Tue Sep 16 00:21:34 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8666,Tue Sep 16 00:21:34 IST 2025,GET,http://testfire.net/,200,OK,506,149,9405,Medium,false,"Form, Comment"
Processed,8667,Tue Sep 16 00:21:34 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,523,150,10149,Medium,false,"Form, Object, Comment"
Processed,8668,Tue Sep 16 00:21:34 IST 2025,GET,http://testfire.net/api/account/mQAfjDJRQfPLwzTswAOZLdmn,401,Unauthorized,507,145,35,Low,false,JSON
Processed,8669,Tue Sep 16 00:21:35 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,257,150,10149,Medium,false,"Form, Object, Comment"
Processed,8670,Tue Sep 16 00:21:35 IST 2025,GET,http://testfire.net/,200,OK,527,149,9405,Medium,false,"Form, Comment"
Out of Scope,8671,Tue Sep 16 00:21:36 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8672,Tue Sep 16 00:21:37 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8673,Tue Sep 16 00:21:37 IST 2025,GET,http://testfire.net/index.jsp?content=personal_loans.htm,200,OK,512,149,7832,Medium,false,"Form, Comment"
Out of Scope,8674,Tue Sep 16 00:21:39 IST 2025,GET,https://github.com/AppSecDev/AltoroJ/,403,Forbidden,0,130,40,,false,
Processed,8675,Tue Sep 16 00:21:40 IST 2025,GET,http://testfire.net/,200,OK,519,149,9405,Medium,false,"Form, Comment"
Processed,8676,Tue Sep 16 00:21:40 IST 2025,GET,http://testfire.net/,200,OK,503,149,9405,Medium,false,"Form, Comment"
Processed,8677,Tue Sep 16 00:21:42 IST 2025,GET,http://testfire.net/,200,OK,573,149,9405,Medium,false,"Form, Comment"
Processed,8678,Tue Sep 16 00:21:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,528,150,10149,Medium,false,"Form, Object, Comment"
Processed,8679,Tue Sep 16 00:21:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,544,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8680,Tue Sep 16 00:21:44 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8681,Tue Sep 16 00:21:44 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8682,Tue Sep 16 00:21:44 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,516,150,10149,Medium,false,"Form, Object, Comment"
Processed,8683,Tue Sep 16 00:21:44 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8684,Tue Sep 16 00:21:45 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8685,Tue Sep 16 00:21:46 IST 2025,GET,http://testfire.net/,200,OK,517,149,9405,Medium,false,"Form, Comment"
Processed,8686,Tue Sep 16 00:21:46 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,525,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8687,Tue Sep 16 00:21:48 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8688,Tue Sep 16 00:21:48 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,513,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8689,Tue Sep 16 00:21:50 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8690,Tue Sep 16 00:21:49 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,531,145,35,Low,false,JSON
Processed,8691,Tue Sep 16 00:21:50 IST 2025,GET,http://testfire.net/,200,OK,278,149,9405,Medium,false,"Form, Comment"
Processed,8692,Tue Sep 16 00:21:52 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,508,150,10149,Medium,false,"Form, Object, Comment"
Processed,8693,Tue Sep 16 00:21:52 IST 2025,GET,http://testfire.net/,200,OK,523,149,9405,Medium,false,"Form, Comment"
Out of Scope,8694,Tue Sep 16 00:21:54 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8695,Tue Sep 16 00:21:53 IST 2025,GET,http://testfire.net/,200,OK,525,149,9405,Medium,false,"Form, Comment"
Processed,8696,Tue Sep 16 00:21:54 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,526,150,10149,Medium,false,"Form, Object, Comment"
Processed,8697,Tue Sep 16 00:21:54 IST 2025,GET,http://testfire.net/,200,OK,516,149,9405,Medium,false,"Form, Comment"
Processed,8698,Tue Sep 16 00:21:55 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8699,Tue Sep 16 00:21:56 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8700,Tue Sep 16 00:21:56 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,513,150,10149,Medium,false,"Form, Object, Comment"
Processed,8701,Tue Sep 16 00:21:56 IST 2025,GET,http://testfire.net/,200,OK,519,149,9405,Medium,false,"Form, Comment"
Out of Scope,8702,Tue Sep 16 00:21:57 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8703,Tue Sep 16 00:21:58 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8704,Tue Sep 16 00:21:58 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,517,150,10149,Medium,false,"Form, Object, Comment"
Processed,8705,Tue Sep 16 00:21:59 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8706,Tue Sep 16 00:22:00 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8707,Tue Sep 16 00:22:01 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,522,150,10149,Medium,false,"Form, Object, Comment"
Processed,8708,Tue Sep 16 00:22:01 IST 2025,GET,http://testfire.net/,200,OK,506,149,9405,Medium,false,"Form, Comment"
Out of Scope,8709,Tue Sep 16 00:22:03 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8710,Tue Sep 16 00:22:03 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,523,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8711,Tue Sep 16 00:22:05 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8712,Tue Sep 16 00:22:04 IST 2025,GET,http://testfire.net/,200,OK,519,149,9405,Medium,false,"Form, Comment"
Processed,8713,Tue Sep 16 00:22:05 IST 2025,GET,http://testfire.net/,200,OK,517,149,9405,Medium,false,"Form, Comment"
Processed,8714,Tue Sep 16 00:22:06 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,529,150,10149,Medium,false,"Form, Object, Comment"
Processed,8715,Tue Sep 16 00:22:06 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,525,150,10149,Medium,false,"Form, Object, Comment"
Processed,8716,Tue Sep 16 00:22:07 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8717,Tue Sep 16 00:22:08 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8718,Tue Sep 16 00:22:08 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8719,Tue Sep 16 00:22:08 IST 2025,GET,http://testfire.net/,200,OK,522,149,9405,Medium,false,"Form, Comment"
Processed,8720,Tue Sep 16 00:22:09 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,525,150,10149,Medium,false,"Form, Object, Comment"
Processed,8721,Tue Sep 16 00:22:10 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,514,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8722,Tue Sep 16 00:22:11 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8723,Tue Sep 16 00:22:12 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8724,Tue Sep 16 00:22:15 IST 2025,GET,http://testfire.net/,200,OK,2561,149,9405,Medium,false,"Form, Comment"
Processed,8725,Tue Sep 16 00:22:15 IST 2025,GET,http://testfire.net/,200,OK,2546,149,9405,Medium,false,"Form, Comment"
Processed,8726,Tue Sep 16 00:22:18 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Processed,8727,Tue Sep 16 00:22:18 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,537,150,10149,Medium,false,"Form, Object, Comment"
Processed,8728,Tue Sep 16 00:22:19 IST 2025,GET,http://testfire.net/,200,OK,520,149,9405,Medium,false,"Form, Comment"
Processed,8729,Tue Sep 16 00:22:19 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8730,Tue Sep 16 00:22:20 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8731,Tue Sep 16 00:22:20 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8732,Tue Sep 16 00:22:21 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,519,150,10149,Medium,false,"Form, Object, Comment"
Processed,8733,Tue Sep 16 00:22:21 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,530,150,10149,Medium,false,"Form, Object, Comment"
Processed,8734,Tue Sep 16 00:22:21 IST 2025,GET,http://testfire.net/,200,OK,512,149,9405,Medium,false,"Form, Comment"
Out of Scope,8735,Tue Sep 16 00:22:23 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8736,Tue Sep 16 00:22:23 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8737,Tue Sep 16 00:22:23 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,511,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8738,Tue Sep 16 00:22:25 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8739,Tue Sep 16 00:22:26 IST 2025,GET,http://testfire.net/,200,OK,518,149,9405,Medium,false,"Form, Comment"
Processed,8740,Tue Sep 16 00:22:26 IST 2025,GET,http://testfire.net/,200,OK,511,149,9405,Medium,false,"Form, Comment"
Processed,8741,Tue Sep 16 00:22:27 IST 2025,GET,http://testfire.net/,200,OK,517,149,9405,Medium,false,"Form, Comment"
Processed,8742,Tue Sep 16 00:22:28 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,507,150,10149,Medium,false,"Form, Object, Comment"
Processed,8743,Tue Sep 16 00:22:28 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,514,150,10149,Medium,false,"Form, Object, Comment"
Processed,8744,Tue Sep 16 00:22:28 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,530,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8745,Tue Sep 16 00:22:29 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8746,Tue Sep 16 00:22:29 IST 2025,GET,http://testfire.net/index.jsp?content=business_deposit.htm,200,OK,520,149,7883,Medium,false,"Form, Comment"
Out of Scope,8747,Tue Sep 16 00:22:30 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8748,Tue Sep 16 00:22:31 IST 2025,GET,http://testfire.net/altoro/images/gradient.jpg,404,Not Found,529,156,6958,Medium,false,"Form, Comment"
Processed,8749,Tue Sep 16 00:22:31 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,514,145,35,Low,false,JSON
Processed,8750,Tue Sep 16 00:22:32 IST 2025,GET,http://testfire.net/api/account/mQAfjDJR,401,Unauthorized,256,145,35,Low,false,JSON
Processed,8751,Tue Sep 16 00:22:33 IST 2025,GET,http://testfire.net/,200,OK,257,149,9405,Medium,false,"Form, Comment"
Processed,8752,Tue Sep 16 00:22:33 IST 2025,GET,http://testfire.net/security.htm,404,Not Found,256,156,6958,Medium,false,"Form, Comment"
Processed,8753,Tue Sep 16 00:22:33 IST 2025,GET,http://testfire.net/,200,OK,257,149,9405,Medium,false,"Form, Comment"
Processed,8754,Tue Sep 16 00:22:34 IST 2025,GET,http://testfire.net/api/account/mQAfjDJRtlPrZkwz,401,Unauthorized,509,145,35,Low,false,JSON
Processed,8755,Tue Sep 16 00:22:34 IST 2025,GET,http://testfire.net/,200,OK,256,149,9405,Medium,false,"Form, Comment"
Processed,8756,Tue Sep 16 00:22:34 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Processed,8757,Tue Sep 16 00:22:34 IST 2025,GET,http://testfire.net/api/account/jZUDGmUq,401,Unauthorized,513,145,35,Low,false,JSON
Processed,8758,Tue Sep 16 00:22:35 IST 2025,GET,http://testfire.net/,200,OK,263,149,9405,Medium,false,"Form, Comment"
Processed,8759,Tue Sep 16 00:22:35 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,517,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8760,Tue Sep 16 00:22:36 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8761,Tue Sep 16 00:22:36 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,510,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8762,Tue Sep 16 00:22:36 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8763,Tue Sep 16 00:22:36 IST 2025,GET,http://testfire.net/index.jsp?content=personal_loans.htm,200,OK,520,149,7832,Medium,false,"Form, Comment"
Out of Scope,8764,Tue Sep 16 00:22:37 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8765,Tue Sep 16 00:22:38 IST 2025,GET,https://www.hcl-software.com/appscan/,403,Forbidden,0,130,40,,false,
Out of Scope,8766,Tue Sep 16 00:22:38 IST 2025,GET,https://www.hcl-software.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,8767,Tue Sep 16 00:22:39 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Processed,8768,Tue Sep 16 00:22:39 IST 2025,GET,http://testfire.net/api/account/jZUDGmUqXmoikusFGeWbOjFC,401,Unauthorized,516,145,35,Low,false,JSON
Processed,8769,Tue Sep 16 00:22:41 IST 2025,GET,http://testfire.net/,200,OK,258,149,9405,Medium,false,"Form, Comment"
Processed,8770,Tue Sep 16 00:22:41 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,509,150,10149,Medium,false,"Form, Object, Comment"
Processed,8771,Tue Sep 16 00:22:41 IST 2025,GET,http://testfire.net/api/account/GALfKygS/transactions,401,Unauthorized,509,145,35,Low,false,JSON
Processed,8772,Tue Sep 16 00:22:42 IST 2025,POST,http://testfire.net/api/login,200,OK,512,135,96,Low,false,JSON
Processed,8773,Tue Sep 16 00:22:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,257,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8774,Tue Sep 16 00:22:43 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8775,Tue Sep 16 00:22:44 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8776,Tue Sep 16 00:22:45 IST 2025,GET,http://testfire.net/,200,OK,344,149,9405,Medium,false,"Form, Comment"
Processed,8777,Tue Sep 16 00:22:46 IST 2025,GET,http://testfire.net/,200,OK,512,149,9405,Medium,false,"Form, Comment"
Processed,8778,Tue Sep 16 00:22:46 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,538,150,10149,Medium,false,"Form, Object, Comment"
Processed,8779,Tue Sep 16 00:22:47 IST 2025,GET,http://testfire.net/api/account/GALfKygSdYLnoRcHvWBRwaAt/transactions,401,Unauthorized,529,145,35,Low,false,JSON
Processed,8781,Tue Sep 16 00:22:48 IST 2025,GET,http://testfire.net/,200,OK,255,149,9405,Medium,false,"Form, Comment"
Out of Scope,8782,Tue Sep 16 00:22:48 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8783,Tue Sep 16 00:22:48 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,580,150,10149,Medium,false,"Form, Object, Comment"
Processed,8784,Tue Sep 16 00:22:49 IST 2025,GET,http://testfire.net/,200,OK,611,149,9405,Medium,false,"Form, Comment"
Out of Scope,8785,Tue Sep 16 00:22:50 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8786,Tue Sep 16 00:22:49 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,735,150,10149,Medium,false,"Form, Object, Comment"
Processed,8787,Tue Sep 16 00:22:51 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,679,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8788,Tue Sep 16 00:22:51 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8789,Tue Sep 16 00:22:53 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8790,Tue Sep 16 00:22:53 IST 2025,GET,http://testfire.net/,200,OK,525,149,9405,Medium,false,"Form, Comment"
Processed,8791,Tue Sep 16 00:22:54 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,513,145,35,Low,false,JSON
Processed,8792,Tue Sep 16 00:22:55 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,261,150,10149,Medium,false,"Form, Object, Comment"
Processed,8793,Tue Sep 16 00:22:55 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,506,145,35,Low,false,JSON
Out of Scope,8794,Tue Sep 16 00:22:56 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8795,Tue Sep 16 00:22:57 IST 2025,GET,http://testfire.net/,200,OK,256,149,9405,Medium,false,"Form, Comment"
Processed,8796,Tue Sep 16 00:22:57 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,514,145,35,Low,false,JSON
Processed,8797,Tue Sep 16 00:22:58 IST 2025,GET,http://testfire.net/,200,OK,261,149,9405,Medium,false,"Form, Comment"
Processed,8798,Tue Sep 16 00:22:58 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,514,150,10149,Medium,false,"Form, Object, Comment"
Processed,8799,Tue Sep 16 00:22:59 IST 2025,GET,http://testfire.net/,200,OK,524,149,9405,Medium,false,"Form, Comment"
Out of Scope,8800,Tue Sep 16 00:23:00 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8801,Tue Sep 16 00:23:00 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,521,150,10149,Medium,false,"Form, Object, Comment"
Processed,8802,Tue Sep 16 00:23:00 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,515,150,10149,Medium,false,"Form, Object, Comment"
Processed,8803,Tue Sep 16 00:23:01 IST 2025,GET,http://testfire.net/,200,OK,515,149,9405,Medium,false,"Form, Comment"
Out of Scope,8804,Tue Sep 16 00:23:02 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8805,Tue Sep 16 00:23:02 IST 2025,GET,http://testfire.net/,200,OK,545,149,9405,Medium,false,"Form, Comment"
Out of Scope,8806,Tue Sep 16 00:23:02 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8807,Tue Sep 16 00:23:03 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,515,150,10149,Medium,false,"Form, Object, Comment"
Processed,8808,Tue Sep 16 00:23:03 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,527,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8809,Tue Sep 16 00:23:04 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8810,Tue Sep 16 00:23:05 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8811,Tue Sep 16 00:23:06 IST 2025,GET,http://testfire.net/,200,OK,518,149,9405,Medium,false,"Form, Comment"
Processed,8812,Tue Sep 16 00:23:08 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,527,150,10149,Medium,false,"Form, Object, Comment"
Processed,8813,Tue Sep 16 00:23:08 IST 2025,GET,http://testfire.net/,200,OK,513,149,9405,Medium,false,"Form, Comment"
Out of Scope,8814,Tue Sep 16 00:23:10 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8815,Tue Sep 16 00:23:10 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,510,150,10149,Medium,false,"Form, Object, Comment"
Processed,8816,Tue Sep 16 00:23:10 IST 2025,GET,http://testfire.net/,200,OK,518,149,9405,Medium,false,"Form, Comment"
